id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity
254590305,2020-12-15 18:31:05,1,Sprout Social,Foodable,2,Transforming peoples eating habits is absolutely essential to curbing climate changes impact and thats exactly what Plantega aims to do Click to watch the full episode of TasteKitchen to learn more about this new plantbased initiative,Foodable,"Ft. Lauderdale, FL",True,89352,37235,0.24727272727272726,0.41090909090909095
92576336,2020-12-15 17:56:04,0,Sprout Social,Belfer Center,1,Climate change is going to touch every part of our economy and climate change policy is going to require us to change the way we power and fuel every part of our economy josephaldy said on climates role in Biden teams EconomicPolicy,BelferCenter,"Cambridge, MA",False,29376,695,0.0,0.0
820222284,2020-12-15 17:48:12,0,Twitter for iPhone,Bablake Geography,0,China is scaling up its weather modification programme heres why we should be worried Climate change The Guardian climate,bablakegeog,Coventry,False,273,64,0.0,0.0
1314797704539598855,2020-12-15 17:39:46,0,Twitter for iPhone,john crenshaw,0,Explorer with a cause climate change,archmicheal20,,False,12,95,0.0,0.0
2983596063,2020-12-15 17:26:28,0,Twitter Web App,Irene Smith,2,This ahole johnkerry was so fucking wrong on middle east peace what are the chances he is right on climate change Post your answers below,irene_smith64,United States,False,261,833,-0.07142857142857144,0.4785714285714286
4264883894,2020-12-15 17:16:10,0,Twitter for iPhone,Andrew,1,ScottMorrisonMP useless as a tourism minister and even more useless as a Prime minister stop propping up the coal lobby and actively contribute to stopping climate change you are an embarrassment ClimateAction ClimateEmergency climate,HoldingTheWorld,,False,14,125,-0.15833333333333333,0.375
37721761,2020-12-15 17:15:16,5,Twitter Web App,MIGA,10,From 20162020 the WorldBank Group including MIGA provided over 83 billion in climate finance to developing countriesWeve made climatechange a priority area amp from FY1420 our projects have cut 104 million tons in CO2e annually MIGAImpacts,MIGA,"Washington, DC",True,14899,3206,0.0,0.0
709986828066144257,2020-12-15 16:57:52,1,Twitter Web App,Silicon Valley North,1,TuesdayMorning Reading ICYMI Its an argument that other investors are ready to hear not just because of the climate threat but also because the fossilfuel industry has been the worstperforming sector of the American economy for many years now,CCLSVN,"Mountain View, CA",False,1837,2161,0.14375,0.34375
65120745,2020-12-15 16:55:22,0,Twitter for iPhone,Maha Yahya,1,It does but not in the same way says aarondmiller2 other interlocking issues aversion to never ending wards US weaning itself of hydrocarbons a virus that has done more damage to the republic than any terror attack as well as priorities China climate change CMEC2021,mahamyahya,,False,8434,797,0.125,0.3333333333333333
3301926908,2020-12-15 16:50:47,0,Gridpointwx,GridPointWeather,1,Fed joins global network to fight CLIMATE change through financial system GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.0
209622844,2020-12-15 16:50:36,0,Twitter Web App,mvvenkataraman,0,I am damn Fed up with Climate Change Please help my dear Fed,mvvenkataraman,India,False,2495,2266,0.0,0.0
3111226033,2020-12-15 16:50:25,0,weather-globe,Tim Melino,1,Fed joins global network to fight CLIMATE change through financial system GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.0
1191895596925194240,2020-12-15 16:48:52,0,Twitter for Android,Caleb Guidos,0,Wait whaaaaat I was just followed on Instagram by the minister of environment amp climate change Well I got one from the liberalparty anyone from BCGreens bcndp YoungBCGreens want to follow me to IGwestcoastnature,Gui2_Can,"Coquitlam, British Columbia",False,98,921,0.0,0.0
1326535411490025472,2020-12-15 16:46:55,0,Twitter Web App,Edward L. Armstrong,2,This is brilliant If you read one climate story today make this it So nuancedFarming Sustainability environment listening cows Can dairy adapt to climatechange,armst_ed,"Washington, DC area",False,1568,2034,0.9,1.0
19568415,2020-12-15 16:42:42,0,Hootsuite Inc.,DesLandTrust,0,This TrailTuesday were grateful for a bit of the fluffy stuff Learn more about how scientists believe winter may change for us here throughout the Cascades on our blog climate blog Joan Amero,DesLandTrust,"Bend, OR",False,1581,1095,0.15,0.45
1158477464496218112,2020-12-15 16:37:47,0,Twitter Web App,CEO Climate Dialogue,0,We believe it is urgent that the President and Congress put in place a longterm federal policy as soon as possible to protect against the worst impacts of climate change More about us on our website,CEOClimate,,False,270,524,-0.16666666666666666,0.8333333333333334
2341484754,2020-12-15 16:23:47,0,Twitter for iPhone,Peter Therkelsen,0,If you know what scope 1 and 2 emissions are you know they mostly come from using energy ISO50001 energy management is carbon management climate change,PLTherkelsen,"Ashland, OR",False,211,294,0.5,0.5
1337615380618104832,2020-12-15 16:17:25,2,Twitter Web App,CLARITY Initiative,3,Phenomenal speakers discussing the BCorps movement Interesting fact 289 BCorp business certified in Canada harnessing the power of goodness socialpower climate environment change IDRCCRDI IEFAOnline,CLARITYInitiat1,Canada,False,4,16,0.5,0.5
780423939239645184,2020-12-15 16:03:25,0,Twitter Web App,Met Office Science,2,The key contributor to warming since 1850 is human influence from increasing greenhouse gas emissions Humaninduced climate change is not limited to surface temperature See our climate dashboard for other key indicators of climatechange,MetOffice_Sci,Exeter,True,7900,433,-0.017857142857142856,0.5235714285714286
143514132,2020-12-15 16:02:46,2,Twitter Web App,FCM,4,Is your CDNmuni interested in incorporating the needs of its most vulnerable residents into its climate adaptation strategy Learn how CityofVancouver consulted seniors lowincome citizens and others to ensure their voices were heard,FCM_online,"Ottawa, Canada",True,25060,11285,0.08333333333333333,0.5
95418595,2020-12-15 16:00:27,1,Hootsuite Inc.,Daily Climate,1,The wrath of climate change could span decades or even centuries It wont have the immediacy of shutting down the school year or postponing the Masters but it will hurt more and for much much longer,TheDailyClimate,"Bozeman, Mont.",False,17704,1365,0.1814814814814815,0.32962962962962966
2743836078,2020-12-15 15:58:32,1,Twitter Web App,Gary Graham Hughes,1,Big time climate science denial from California as CALFIRE says in logging plans exactly how and to what extent human activity plays a role in global climate change appears to be unknown Sacramento climate clowns,VozSilvestre,Sinkyone & Ohlone Territories,False,720,2655,0.03,0.20999999999999996
17943680,2020-12-15 15:55:46,1,Twitter Web App,Amy,1,iceberga68 AAn environmental catastrophe unfolding before our eyes with surprising speed for an icbergenvironment Climate SeaIce Iceberg Stunning graphics,CherrieHomes,"Ventura, CA",False,272,599,0.6,0.75
1286066130,2020-12-15 15:44:27,0,Twitter Web App,Alexa Potocki,2,Themes found in 2020 Health climate change amp trust RebeccaReCap rightfully adds inclusion as another Certainly ONEBigIdea to smile about,AlexaPotocki,"Kentucky, USA",False,114,256,0.2571428571428571,0.3357142857142857
702894458313031680,2020-12-15 15:40:32,0,Twitter Web App,America Adapts,1,PODCAST Commander Andrea Cameron of the US NavalWarCollege joins me to discuss nationalsecurity and climatechange Sobering but fascinating discussion climate globalwarming,usaadapts,,False,2950,4730,0.7,0.8500000000000001
1299330439065276417,2020-12-15 15:39:05,1,Falcon Social Media Management ,RE:TV,3,The UK will host the UN Climate Change Conference COP26 in November 2021 bringing world leaders together to address the global climate emergency Find out how you can get involved in the TogetherForOurPlanet campaign here,retv_smi,,False,501,76,0.0,0.0
2190845029,2020-12-15 15:34:30,0,WordPress.com,USA Customers,0,From COVID19 to climate change human overpopulation is the big white elephant in theroom,usacustomers,USA ,False,3576,3407,0.0,0.06666666666666667
2850894079,2020-12-15 15:34:02,1,Buffer,Path to Positive,3,Are you doing transformational climate leadership work THERE IS STILL TIME to apply for ecoamericas American Climate Leadership Awards 2021 ACLA2021 Apply by 5 pm ET TODAY Dec 15 for a chance to win 50000 for first place climate,path2positive,United States,False,1091,1178,0.35000000000000003,0.24444444444444446
610076827,2020-12-15 15:32:39,0,Twitter Web App,Chris Fox,0,As we develop our understanding of how best to assess the impact of climate change on the financial system we look forward to continuing and deepening our discussions with our NGFS colleagues from around the world said Federal Reserve Board Chair Jerome H Powell NGFS,ChristopherNFox,"Boston, MA",False,18436,15221,0.5,0.15
2228520805,2020-12-15 15:27:15,4,Twitter Web App,Bellona Europa,3,The new TENE small steps towards climate goals but continues support to business as usual The infrastructure meant to pull us out of the climate crisis could do exactly the oppositeRead more here EUGreenDeal,Bellona_EU,"Brussels, Belgium",False,2820,2550,0.07727272727272727,0.3709090909090909
18028551,2020-12-15 15:20:03,0,Hootsuite Inc.,The Fletcher School,0,We should heed the words of antonioguterres all countries should declare a climate emergency divert investments away from fossil fuels amp ensure the poorest countries have access to support FletcherDean rkyte365 ClimateActionSummit Independent,FletcherSchool,"Medford, MA",False,20402,1394,0.0,0.125
1087124954,2020-12-15 15:17:09,0,SocialOomph,Rivera Sun,1,SteamDrills Literary art with a message Greed Love Climate Racism Heroes amp Solutions,RiveraSunAuthor,"Taos, New Mexico, USA",False,24933,27343,0.3,0.35
591937932,2020-12-15 15:12:50,0,Twitter Web App,Holgar Johannsen,0,Jacinda Ardern defends climate change goals after Greta Thunberg scoffs at emergency declaration,HolgarHolgar,,False,175,1227,0.0,0.0
1288917188108263430,2020-12-15 15:12:16,0,Twitter Web App,ECI Communications,0,Over the past four years some cities stumbled on meeting climate goals A change in federal leadership during the Covid19 recovery period could supercharge progress ResettheCourse BuildBackBetter patrickcsisson CityLab,ECIComms,"Washington, DC",False,25,184,-0.25,0.25
832053022675103744,2020-12-15 15:11:01,2,Twitter Web App,Matthew Stienberg,0,One of my most anticipated reads of 2020 In THE MINISTRY FOR THE FUTURE we see KSR show how bad climate change can be but also give us a message of hope A sustainable and just future is possible The only question is how we get there climate scifi,The_Real_Stien,,False,179,293,-0.033333333333333305,0.5694444444444444
22653760,2020-12-15 15:09:29,0,Twitter Web App,Fred Bentler,0,Macron plans referendum on including climate change fight in French constitutionClimate Leadership Law,Bentler,Washington,False,15534,13782,0.0,0.0
147481705,2020-12-15 15:08:30,0,IFTTT,QuakeFactor,1,PUB Research Priorities for Migratory Birds Under Climate ChangeA Qualitative Value of Information Assessment Circular 1472birds climate,QuakeFactor,WorldWide,False,5811,5397,0.0,0.0
1211867191030599681,2020-12-15 14:55:20,0,RSS Ground,Rise Up 4 Climate ✊,1,A tropical fish evolved to endure rising temperatures but it may climatechange climate sustainability,RiseUp4Climate,Sydney NSW 2019,False,989,4770,0.0,0.0
1320396103787872258,2020-12-15 14:50:12,0,Twitter Web App,Christine Coomans Ⓥ,0,You can also add your name to the promise belowMake My Environmental Promise For 2021 Sign the Promise via ClimateCYouth environment activism climate carbonemissions,ChristineCooman,South Africa,False,96,131,0.0,0.0
235679726,2020-12-15 14:48:41,0,Twitter Web App,Doctor President-Elect TruthDetector,0,tomselliott BillNye Bill Nye The Science Guy not to be confused with The Big Guy smugly states we wont have a vaccine until roughly May 2022Apply this to Climate Change Wealth redistribution scamDont legitimize knownothing FRAUDS and SCAMMERSBillNye climate GlobalWarming,urtruthdetector,,False,5,51,-0.16666666666666666,0.39999999999999997
4764560996,2020-12-15 14:46:39,2,Twitter Web App,Yvonne Hooper,3,farmersrprotest about what When all they do is cause the worst suffering and the most serious threat to human life on climate change Go vegan please,YvonneHooper20,,False,416,1974,-0.20833333333333331,0.5666666666666667
624642273,2020-12-15 14:21:17,0,Twitter Web App,Blue Haven Initiative,0,A big win for climate activists in New York state divestment,_BlueHaven,,False,3653,154,0.31212121212121213,0.3181818181818182
83166347,2020-12-15 14:14:29,2,Twitter Web App,wade allison,3,To survive climate change policy and politicians should follow the science of energy instead of starting from money and regulation That leads uniquely to nuclear power now not renewables in all countries,radiationreason,"Oxford Univ., UK",False,1918,1272,0.1875,0.55
79398544,2020-12-15 14:05:56,0,Twitter for iPad,Nurussaba Garg,1,The demise of Transoxania is not an eitheror scenario Warfare climate change internal politics and the decline of the Silk Road all played a role in the end of this civilization thesilkroad PicsSilkRoad culture climate trade,NurussabaGarg,Bombay; New Delhi; Nur-Sultan,False,290,347,0.0,0.0
15719322,2020-12-15 14:05:25,8,IFTTT,Arie Claassens,19,Climate scientist KHayhoe talks about the importance of changing the conversation about climate change Hear Esri Chief Scientist deepseadawn lead this conversation on practical solutions to global threats,ArieClaassens,Iraq,False,1301,2359,0.0,0.0
22894243,2020-12-15 13:48:05,1,Twitter Web App,MarcGunther,5,Independent researchers tried to identify the most effective climate change nonprofits Their findings may surprise you my latest for MediumCarbon180 CleanAirCatf SunriseMvmt Climeworks FoundersPledge GivingGreenE philanthropy,MarcGunther,"Bethesda, MD",True,39218,1003,0.4,0.58125
21986082,2020-12-15 13:43:21,0,Twitter Web App,UK in Greece,8,Exciting meeting between CityofAthens and ClimateLondon to exchange views on climate adaptation and engaging communities The and capitals face shared threats from climate change even if we think of their climates as quite different COP26 COP26 climate cities,ukingreece,"Athens, Greece",True,7833,1058,0.2333333333333333,0.7000000000000001
942796916622053376,2020-12-15 13:39:29,0,Twitter for iPhone,Environmental Protection Network,1,DrJeffMasters With the Covid19 pandemic raging and public attention somewhat distracted away from continuing climatedestructive antiscientist manipulations protecting climate scientists is a more urgent task than ever CCYale,EnvProtectioNet,"Washington, DC",False,2143,3231,0.25,0.2833333333333333
3301926908,2020-12-15 13:35:38,0,Gridpointwx,GridPointWeather,0,Fastgrowing India Brazil key to curbing CLIMATE change postCOVID19 GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,1.0
3111226033,2020-12-15 13:35:17,0,weather-globe,Tim Melino,0,Fastgrowing India Brazil key to curbing CLIMATE change postCOVID19 GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,1.0
288639982,2020-12-15 13:31:33,3,Twitter Web App,SDPI,9,Dr Isharat Hussain says that climate change agenda was not tackled by realDonaldTrump but glad to see that JoeBiden has taken it seriouslySDC2020 Abidsuleri vaqarahmed aminattock zartajgulwazir UNFCCC ClimateChangePK,SDPIPakistan,"Islamabad, Pakistan",False,18515,206,0.5,1.0
25108596,2020-12-15 13:30:39,1,Hootsuite Inc.,WRI Ross Center,5,Worsening urban inequality amp the deepening climate crisis are intertwined amp must be tackled together Our PrizeforCities calls upon urban changemakers to deliver transformative solutions for a sustainable future Stay tuned to see our five finalists,WRIRossCities,"BRA, CHN, IND, MEX, TKY, USA",False,28455,3105,0.0,0.041666666666666664
796364537360482304,2020-12-15 13:19:58,4,Twitter Web App,Agroforestry Network,3,China has increased its green leaf cover with 40 percent since 1990 an important step to limit the climate change At the same time the dependence on fossil fuels needs to decrease article in Swedish climate climatechange,agroforestrynw,Sverige,False,934,228,0.06666666666666667,0.47500000000000003
631983977,2020-12-15 13:07:00,0,Twitter Web App,Dr Stacey,2,Listening to icis2020 panel on sustainability which points out the iniquity of dealing with covid finding a vaccine and yet little progress in dealing with climate change Also see Gutterezs speech from 2 days ago sobering climate,DrPStacey,"England, United Kingdom",False,307,635,-0.1875,0.5
1234559574209974276,2020-12-15 13:04:47,1,IFTTT,"📅 Industrial Ecology, Climate and Energy Agenda",0,climate webinar GlobalCenters Can the EU Lead the Fight against Climate Change JasonBordoff AlexNHalliday EnricoLetta LaurenceTubiana at From December 15 2020 at 0700PM CET to December 15,IndEcolAgenda,"Brussels, Belgium",False,236,1204,0.0,0.0
1143192461516447746,2020-12-15 13:01:21,0,Hootsuite Inc.,Business for Nature,0,BfNCoalitions newly appointed Chief Advisor to China Wei Dong Zhou shares his thoughts on how China should use naturebased solutions in order to meet its ambitious climate targetsRead the full article,BfNCoalition,,False,3632,1076,0.24545454545454545,0.5848484848484848
380346763,2020-12-15 13:00:38,0,Hootsuite Inc.,EHN,0,Amid polarised debate Emily Kasriel asks how dairy farmers see the role of their industry in climate change and finds a mixture of doubt denial and commitment to change,EnvirHealthNews,"Charlottesville, VA",False,10239,2460,0.0,0.0
18977445,2020-12-15 12:32:23,0,Twitter Web App,Dave Stangis,3,Early signal from Unilever The CPG giant is responding to growing interest in netzero emissions efforts by setting an advisory vote process ESG Climate governance sustainability investorrelations via WSJ,DaveStangis,"Greater Philadelphia, US",False,16344,6009,0.05,0.65
779308207382536192,2020-12-15 12:30:56,1,Twitter Web App,𝐆𝐲𝐚𝐧𝐞𝐧𝐝𝐫𝐚 𝐬𝐢𝐧𝐠𝐡,8,Progress is impossible without change and those who cannot change their minds cannot change anythingBrilliant job sarahhh cleanindia plasticpollution climate,Gyan84s,"ꜱɪᴅʜɪ,ᴍᴀᴅʜʏᴀ ᴘʀᴀᴅᴇꜱʜ ɪɴᴅɪᴀ",False,2410,1857,-0.6666666666666666,1.0
1070776191550926848,2020-12-15 12:30:33,0,Twitter for iPhone,Tatiana ❤️ Science,0,So many interesting research opportunities in the below publication about data streams and physical models in AI to address new climate solutions land management practices water security prediction of air and groundwater pollution AI ActOnClimate,Hey_tati,"Atlanta, GA",False,160,1248,0.28409090909090906,0.39935064935064934
3375301587,2020-12-15 12:27:41,0,Twitter Web App,BES Climate Change,1,Committee vacancy Are you an earlycareer climate scientist Do you want to help develop and deliver events for your community Were looking for someone to join the BritishEcolSoc Climate Change Ecology SIG Deadline to apply is 23 Dec BES2020,BESClimate,,False,836,134,0.0,0.0
4767624975,2020-12-15 12:07:31,2,Twitter for iPad,Save Pond Hockey,4,Warmer winters caused by climatechange are leading to more winter drownings in northern countries especially among kids and young peoplePlease be careful at your local pondSharmalab rontimes climate hockey ODR savepondhockey,savepondhockey,"Helsinki, Finland",False,656,805,0.1,0.58
1325485770719813632,2020-12-15 12:01:58,2,LaterMedia,The Blue Gorilla,0,What is Climate ChangeClimate change is the process of rising global temperature due to an increase in greenhouse gasses in the atmosphere trapping sunlightrenewableenergy climate gogreen renewables renewable energyefficient,contacttheblue1,,False,10,144,-0.0625,0.1875
1166537411100401666,2020-12-15 12:00:03,0,Microsoft Power Platform,DVT Corporate,1,We should use off every tool that we have in the toolbox to make climate change happen as it is one of the sustainable development goals the I see our pathway to a better healthier and more equal environmentJane Diplock AOai climate innovation,dvt_corporate,,False,62,0,0.3333333333333333,0.4166666666666667
1146657708042379264,2020-12-15 11:54:48,15,Twitter Web App,Neelam Ahluwalia,12,India is extremely vulnerable to climate change impacts If we want to see a liveable future beyond 2030 Indias leaders need to prioritise ecology over economy or else we are doomedPMOIndia moefcc PrakashJavdekar JairamRamesh amitmehra chipskamath RandeepHooda,nahluwalia20,,False,1243,93,-0.25,0.3125
51002583,2020-12-15 11:45:29,3,Twitter Web App,Matthew Rimmer,1,Torres Strait Islander complaint against climate change inaction wins backing of UN legal experts David Boyd and John Knox TorresStraitIslands climate IndigenousIP auspol auslaw UNDRIP JohnHKnox SREnvironment,DrRimmer,"Brisbane, Queensland",False,16526,17808,0.06666666666666667,0.20000000000000004
3332360097,2020-12-15 11:18:29,2,Hootsuite Inc.,Good With Money,3,In this weeks newsletter the world is warned on climate change as the UK gives nuclear power the green light the new app that tracks the carbon impact of your investments amp how to turn over a green leaf in 2021 greenleaf sugiearth BigSocietyCap,GoodMoneyGirl,United Kingdom,False,3235,2413,0.03409090909090909,0.43863636363636366
1330942084258422792,2020-12-15 11:17:07,0,Twitter Web App,MakeCanadaFreeAgain,0,FrankFerragine CityNews BTtoronto Trendy name for it is climate change,MakeCanadaFree1,,False,6,44,0.6,0.9
27937612,2020-12-15 11:13:43,2,Twitter Web App,Lucy P. Marcus,0,The Road to NetZero assesses the UK financial systems ability to deliver a Net Zero target The report comprises independent advice of a panel of experts from financial institutions to the Climate Change Committee to accompany its 6th Carbon Budget,lucymarcus,UK,True,27478,595,0.0,0.03125
1277648505973223424,2020-12-15 11:05:52,0,Twitter for iPhone,China-Pakistan Dosti,0,Ambassador tweet Constructive meeting with aminattock Adviser to PM on Climate Change With guidance from President Xi Jinping and PM Imran Khan ChinaPak green cooperation especially green CPEC will make greater contributions to tackling global climate challenges,DostiChina,,False,165,92,-0.025000000000000022,0.35
1146657708042379264,2020-12-15 11:05:42,12,Twitter Web App,Neelam Ahluwalia,11,Citizens across India support fishermen tribals farmers as they protest to demand cancellation of upcoming Vadhavan Port at DahanuCMOMaharashtra climate change is real Do the right thing amp save Mumbais coast from destructive projectsdeespeak,nahluwalia20,,False,1243,93,-0.03809523809523809,0.4785714285714286
1321394656480022528,2020-12-15 11:02:31,33,Twitter for iPhone,Nong Rong,254,Constructive meeting with aminattock Adviser to PM on Climate Change With guidance from President Xi Jinping and PM Imran Khan ImranKhanPTI ChinaPak green cooperation especially green CPEC will make greater contributions to tackling global climate challenges,AmbNong,Islamabad,False,16605,11,-0.025000000000000022,0.35
380346763,2020-12-15 11:00:26,0,Hootsuite Inc.,EHN,0,By 2035 the US Geological Survey projects that some of the Marshall Islands will be submerged Others will no longer have drinking water because their aquifers will be contaminated with saltwater climate mic,EnvirHealthNews,"Charlottesville, VA",False,10239,2460,0.0,0.0
920554562364301312,2020-12-15 11:00:01,0,Twitter Web App,China Focus,3,China and the UK which have both set ambitious carbon emissions target have much in common and could lead the way in a unique collaboration ahead of vital climate talks in the coming months,China__Focus,"Beijing, China",True,63419,374,0.10625000000000001,0.6625
1211024328,2020-12-15 10:35:40,0,Twitter for iPhone,Santosh Naidu FRCMI,0,Better life skills in village India than the urbanHigher output less pollution physical agility a skill based economy specialists engaged learning abilityReskilling opportunities galore India employability research coach Wellbeing Climate change economics,SanthNaidu,India,False,2043,1821,0.11111111111111112,0.23650793650793647
1284066660,2020-12-15 10:31:27,0,Jocial,Social & Political,0,ClimateChange Is Affecting Crop Yields And Reducing Global Food Supplies climate drought climatesolutions,PolyConundrum,Florida & Nova Scotia,False,1543,1193,0.0,0.0
999196727390371840,2020-12-15 10:22:51,1,Twitter Web App,Ola Ringström,1,Is commercial interests a key driver to fight the climate change,RingstromOla,"Stockholm, Sweden",False,103,128,0.0,0.5
108995096,2020-12-15 10:11:24,1,Twitter Web App,Rainforest Alliance UK,0,COP26 Ellie Goulding and Emma Watson join call for climate talks change Environment ClimateEmergency Climate Nature,RnfrstAll_UK,London,True,13435,6841,0.0,0.0
549300042,2020-12-15 09:54:39,0,Twitter for iPhone,Eboni Day,1,Interested in how covid19 has impacted opinions on climate change universityleeds is running a survey to understand how covid19 could affect the future of climate change Follow the link to complete the survey on your opinions,eboni_day,"Leeds, England",False,121,378,0.11666666666666665,0.3416666666666666
1143127593912348673,2020-12-15 09:30:00,0,Twitter Web App,The Zero Carbon campaign,1,This is brave amp well calculated legal action but activists shouldnt need to rely on judicial review to secure peoper policy to tackle climate change That is the job of government amp its why we need stronger legal safeguards Learn more at,zeroc_official,United Kingdom,False,738,599,0.3666666666666667,0.43333333333333335
333924544,2020-12-15 09:28:27,1,Twitter for iPhone,Janet Sudi,0,Are you passionate about photography Apply for this UKinKenyas climate change competition climatechange photography environment sustainability sustainable conservation climatecrisis climateemergency climate competition NaturePhotography,janetsudi,Nairobi,False,1070,1085,-0.05,0.8500000000000001
27937612,2020-12-15 09:23:26,1,Twitter Web App,Lucy P. Marcus,0,French and Dutch securities watchdogs urge crackdown on greenwashing European Union rules are needed to prevent greenwashing or inaccurate claims that investments are sustainable and climatefriendly esg corpgov climate Sustainability,lucymarcus,UK,True,27478,595,0.0,0.0
953698994,2020-12-15 09:23:25,0,LinkedIn,Florence Carrere,0,Thinning ice in the Arctic Ocean made this years navigation season for natural gas tankers the longest on record the latest sign that the pace of climate change is accelerating in the Earths northernmost latitudes,CarrereFlorence,Paris,False,791,447,0.3,0.65
727316106843574272,2020-12-15 09:07:44,0,Twitter Web App,Caribbean disaster,2,How ready are cities to face future shocks and uncertaintyThe impact of Covid19 and the ongoing climate change crisis have demonstrated how vulnerable urban water management systems are today,BagalueSunab,Jamaica- Trinidad &Tobago,False,2979,3823,-0.075,0.28125
736473892487827457,2020-12-15 09:03:25,0,Twitter Web App,"Master angie -""brave new world"" explorer 🦣.",0,What we want to write into the French ConstitutionThe Republic guarantees the preservation of biodiversity the environment and the fight against climate changeWhat do you think Twitter Climate Should we vote yes or no and why in the referendum,lifelearner47,Nouvelle Aquitaine,False,2198,1252,0.0,0.0
92590175,2020-12-15 09:01:13,4,Hootsuite Inc.,MangroveActionProject,18,Egypts national project to expand mangrove forests along the coast of the Red Sea will improve environmental conditions address climate change risks and achieve economic gains,MangroveProject,USA - Asia - Latin America,False,4206,4044,0.1,0.1
993385632981336064,2020-12-15 08:58:50,0,Twitter Web App,Cybil,0,If the government is pissing taxpayers money down the drain surely the objective is to bring it to the attention of the public Bit like giving climate change deniers equal time not necessary Impartiality is overrated amp just an LNP grab for more obsfucation,Cybil63169431,4220,False,122,220,0.12063492063492064,0.4420634920634921
857571181200846848,2020-12-15 08:51:30,1,Twitter Web App,SEBASTIEN COCHARD,5,The French Republic guarantees the preservation of biodiversity and the environment and fights against climate changeThen the preservation of nuclear energy should be enshrined into the Constitution as well as the prohibition of wind turbines,SebCochard_11,,False,4958,72,0.0,0.0
2397099121,2020-12-15 08:47:35,0,Twitter Web App,M. Haytham Matthews,0,a proposal commensurate with the magnitude of the Climate problem via FRANCE24,HaythamMatthews,United States of America,False,375,3355,0.0,0.0
123868727,2020-12-15 08:44:43,0,Twitter for iPhone,Capt Sudhir Dixit,0,narendramodi This sure will be a boon to renewable energy Trust India will move much ahead in the work of climate change and environmental safety GretaThunberg climate solarenergy solarfarm,dixitsudhir12,"Jaipur, Rajasthan, India",False,1941,89,0.35,0.5444444444444444
